ticket_id,department_id,request_type,priority,opened_date,closed_date,sla_target_days,status
T003863,D008,Vendor Request,High,2025-09-11,2025-09-13,3,Closed
T003864,D001,Benefits Question,Critical,2024-08-02,2024-08-04,1,Closed
T003865,D011,IT Access,High,2025-01-31,2025-02-08,3,Closed
T003866,D001,Payroll Issue,Low,2025-09-07,2025-09-09,7,Closed
T003867,D012,Onboarding,Low,2024-12-02,2024-12-10,7,Closed
T003868,D007,Payroll Issue,Critical,2024-06-27,2024-06-29,1,Closed
T003869,D007,Vendor Request,Low,2025-01-15,,7,In Progress
T003870,D012,System Support,High,2024-09-21,2024-09-24,3,Closed
T003871,D012,Vendor Request,High,2026-02-02,2026-02-04,3,Closed
T003872,D006,Onboarding,Critical,2024-09-08,2024-09-17,1,Closed
T003873,D012,Benefits Question,Medium,2026-03-16,,5,In Progress
T003874,D006,System Support,High,2026-05-16,,3,Open
T003875,D009,Payroll Issue,Critical,2024-12-06,2024-12-08,1,Closed
T003876,D005,Benefits Question,Low,2025-02-02,2025-02-04,7,Closed
T003877,D008,System Support,Low,2026-04-12,2026-04-13,7,Closed
T003878,D011,Benefits Question,Low,2025-02-01,2025-02-04,7,Closed
T003879,D001,Payroll Issue,Low,2025-10-11,2025-10-13,7,Closed
T003880,D004,IT Access,Medium,2025-02-02,2025-02-07,5,Closed
T003881,D002,Payroll Issue,Medium,2025-05-23,2025-05-31,5,Closed
T003882,D002,IT Access,Low,2025-07-14,,7,Open
T003883,D012,Benefits Question,Low,2024-07-01,2024-07-03,7,Closed
T003884,D003,Onboarding,Critical,2024-10-17,2024-10-27,1,Closed
T003885,D011,IT Access,Low,2025-10-05,,7,In Progress
T003886,D012,Payroll Issue,Medium,2025-07-02,2025-07-06,5,Closed
T003887,D012,IT Access,Medium,2025-02-14,2025-02-16,5,Closed
T003888,D012,IT Access,Low,2024-10-03,,7,In Progress
T003889,D011,Payroll Issue,Medium,2026-05-15,2026-05-17,5,Closed
T003890,D001,System Support,Low,2024-12-21,2024-12-22,7,Closed
T003891,D007,Benefits Question,Medium,2024-10-08,2024-10-13,5,Closed
T003892,D008,Payroll Issue,Critical,2025-02-20,2025-02-24,1,Closed
T003893,D010,System Support,Medium,2025-09-01,2025-09-03,5,Closed
T003894,D008,Benefits Question,Low,2025-02-24,2025-02-26,7,Closed
T003895,D008,Payroll Issue,Low,2025-11-12,,7,Open
T003896,D002,Payroll Issue,Medium,2025-08-24,,5,Open
T003897,D005,Payroll Issue,Medium,2025-06-01,,5,Open
T003898,D012,IT Access,Low,2025-04-23,2025-04-29,7,Closed
T003899,D003,Benefits Question,Medium,2026-03-02,2026-03-03,5,Closed
T003900,D003,Vendor Request,High,2025-12-06,2025-12-10,3,Closed
T003901,D010,Vendor Request,High,2025-08-03,2025-08-04,3,Closed
T003902,D004,Vendor Request,High,2025-01-01,,3,In Progress
T003903,D006,System Support,Medium,2025-05-30,2025-06-02,5,Closed
T003904,D009,IT Access,High,2025-03-10,2025-03-22,3,Closed
T003905,D003,IT Access,Low,2025-02-20,2025-02-24,7,Closed
T003906,D008,Benefits Question,Low,2026-03-21,,7,In Progress
T003907,D010,Vendor Request,Low,2026-03-15,,7,Open
T003908,D011,System Support,Critical,2025-05-26,,1,In Progress
T003909,D001,System Support,Low,2026-01-29,,7,In Progress
T003910,D006,Onboarding,High,2024-11-16,2024-11-24,3,Closed
T003911,D011,IT Access,High,2025-07-17,,3,In Progress
T003912,D008,Benefits Question,Critical,2025-07-24,2025-07-29,1,Closed
T003913,D006,Vendor Request,High,2025-09-07,2025-09-09,3,Closed
T003914,D008,Benefits Question,Medium,2024-06-21,,5,Open
T003915,D004,Onboarding,Medium,2025-07-24,,5,In Progress
T003916,D012,Benefits Question,Critical,2026-01-31,2026-02-02,1,Closed
T003917,D008,Vendor Request,High,2025-06-28,2025-07-02,3,Closed
T003918,D007,Vendor Request,Critical,2024-09-18,2024-09-20,1,Closed
T003919,D008,Payroll Issue,Medium,2026-02-18,2026-02-20,5,Closed
T003920,D012,Vendor Request,Critical,2025-01-14,2025-01-15,1,Closed
T003921,D001,Payroll Issue,High,2024-11-05,2024-11-11,3,Closed
T003922,D007,System Support,Medium,2024-09-13,2024-09-19,5,Closed
T003923,D007,Benefits Question,Low,2025-06-13,2025-06-20,7,Closed
T003924,D007,System Support,Medium,2025-02-27,2025-03-02,5,Closed
T003925,D003,Onboarding,Medium,2025-03-08,2025-03-14,5,Closed
T003926,D002,IT Access,Critical,2025-10-26,2025-11-01,1,Closed
T003927,D003,Benefits Question,High,2026-03-08,2026-03-17,3,Closed
T003928,D004,IT Access,Critical,2025-01-03,,1,Open
T003929,D003,Benefits Question,High,2025-02-08,2025-02-11,3,Closed
T003930,D004,Payroll Issue,Critical,2025-02-26,2025-03-01,1,Closed
T003931,D010,System Support,Critical,2026-01-23,2026-01-23,1,Closed
T003932,D007,Vendor Request,Medium,2025-04-12,2025-04-14,5,Closed
T003933,D008,System Support,Low,2025-03-20,2025-03-24,7,Closed
T003934,D006,IT Access,Low,2025-08-15,2025-08-22,7,Closed
T003935,D012,Vendor Request,High,2024-12-13,2024-12-17,3,Closed
T003936,D003,Payroll Issue,Critical,2025-05-16,2025-05-18,1,Closed
T003937,D004,Vendor Request,Critical,2025-06-19,,1,Open
T003938,D001,Benefits Question,Medium,2025-01-14,2025-01-17,5,Closed
T003939,D006,System Support,High,2025-11-13,2025-11-16,3,Closed
T003940,D011,Onboarding,Critical,2026-03-13,,1,Open
T003941,D002,Onboarding,Medium,2025-12-20,2025-12-27,5,Closed
T003942,D005,Benefits Question,High,2024-12-23,2024-12-27,3,Closed
T003943,D012,Payroll Issue,High,2024-07-22,2024-07-24,3,Closed
T003944,D010,Vendor Request,Low,2025-06-06,2025-06-12,7,Closed
T003945,D001,Vendor Request,High,2025-07-16,2025-07-19,3,Closed
T003946,D007,Payroll Issue,Medium,2025-03-26,,5,In Progress
T003947,D006,System Support,Medium,2025-07-10,2025-07-13,5,Closed
T003948,D006,System Support,Critical,2025-06-22,2025-06-25,1,Closed
T003949,D005,Onboarding,High,2026-01-14,2026-01-21,3,Closed
T003950,D006,System Support,Medium,2025-04-27,2025-04-29,5,Closed
T003951,D003,Benefits Question,Medium,2026-01-19,2026-01-22,5,Closed
T003952,D012,Onboarding,Medium,2025-03-06,,5,In Progress
T003953,D008,Onboarding,Critical,2025-07-10,,1,In Progress
T003954,D006,Onboarding,Low,2025-11-10,2025-11-16,7,Closed
T003955,D003,Onboarding,High,2026-04-15,2026-04-22,3,Closed
T003956,D009,Vendor Request,Critical,2025-05-26,2025-05-31,1,Closed
T003957,D010,System Support,High,2025-01-13,,3,Open
T003958,D002,Vendor Request,Critical,2025-09-29,2025-10-06,1,Closed
T003959,D004,Benefits Question,Medium,2025-09-30,2025-10-05,5,Closed
T003960,D006,IT Access,Critical,2025-07-24,,1,Open
T003961,D004,System Support,Low,2025-09-16,2025-09-18,7,Closed
T003962,D006,Benefits Question,Critical,2024-12-06,2024-12-09,1,Closed
T003963,D009,Payroll Issue,High,2024-10-29,,3,In Progress
T003964,D006,Vendor Request,High,2024-06-18,2024-06-21,3,Closed
T003965,D010,Onboarding,Medium,2025-08-03,2025-08-07,5,Closed
T003966,D010,Onboarding,Low,2025-02-28,2025-03-07,7,Closed
T003967,D012,IT Access,Medium,2024-07-27,2024-08-04,5,Closed
T003968,D009,Benefits Question,Medium,2026-05-09,,5,In Progress
T003969,D007,Vendor Request,Low,2026-02-11,2026-02-14,7,Closed
T003970,D005,Benefits Question,Medium,2025-11-18,,5,In Progress
T003971,D003,Benefits Question,Low,2026-02-19,,7,In Progress
T003972,D001,System Support,Critical,2025-07-19,2025-07-23,1,Closed
T003973,D002,Benefits Question,Critical,2024-10-25,2024-10-30,1,Closed
T003974,D003,Vendor Request,Critical,2024-10-29,,1,Open
T003975,D009,Payroll Issue,Critical,2025-12-24,2025-12-25,1,Closed
T003976,D006,IT Access,High,2025-11-27,2025-12-03,3,Closed
T003977,D005,Payroll Issue,Critical,2025-09-01,2025-09-04,1,Closed
T003978,D005,Payroll Issue,Medium,2025-03-13,2025-03-15,5,Closed
T003979,D006,IT Access,Low,2025-05-23,,7,Open
T003980,D006,Onboarding,Critical,2026-03-17,2026-03-25,1,Closed
T003981,D003,Benefits Question,Critical,2026-02-20,,1,In Progress
T003982,D009,IT Access,Critical,2025-11-25,,1,Open
T003983,D007,Payroll Issue,High,2025-11-08,2025-11-10,3,Closed
T003984,D010,IT Access,High,2025-12-03,2025-12-09,3,Closed
T003985,D010,Onboarding,Low,2025-01-01,2025-01-09,7,Closed
T003986,D001,System Support,Medium,2025-03-13,2025-03-14,5,Closed
T003987,D008,IT Access,Low,2024-07-22,2024-07-26,7,Closed
T003988,D003,IT Access,Medium,2025-02-23,2025-02-26,5,Closed
T003989,D002,Benefits Question,High,2024-12-11,2024-12-15,3,Closed
T003990,D006,IT Access,Critical,2025-07-13,2025-07-18,1,Closed
T003991,D002,Vendor Request,Critical,2025-06-20,2025-06-22,1,Closed
T003992,D009,IT Access,Critical,2026-01-09,2026-01-17,1,Closed
T003993,D012,Payroll Issue,Low,2024-12-09,2024-12-10,7,Closed
T003994,D004,Vendor Request,Medium,2024-11-22,2024-11-25,5,Closed
T003995,D002,Benefits Question,Medium,2025-05-25,2025-05-26,5,Closed
T003996,D004,IT Access,Low,2024-12-12,,7,Open
T003997,D011,System Support,Medium,2024-11-27,2024-12-01,5,Closed
T003998,D008,IT Access,Low,2025-06-09,2025-06-12,7,Closed
T003999,D004,Payroll Issue,Medium,2025-07-16,2025-07-20,5,Closed
T004000,D009,Benefits Question,High,2026-01-22,2026-01-23,3,Closed
T004001,D007,System Support,Critical,2025-08-03,2025-08-08,1,Closed
T004002,D001,Onboarding,High,2025-08-15,,3,In Progress
T004003,D001,System Support,Critical,2025-07-16,2025-07-19,1,Closed
T004004,D009,IT Access,Low,2026-05-31,2026-06-04,7,Closed
T004005,D010,IT Access,Medium,2025-03-04,2025-03-10,5,Closed
T004006,D010,Vendor Request,Low,2025-12-01,,7,In Progress
T004007,D006,System Support,Low,2025-06-13,2025-06-16,7,Closed
T004008,D010,Benefits Question,Medium,2026-05-06,2026-05-10,5,Closed
T004009,D007,Payroll Issue,Medium,2026-05-11,2026-05-13,5,Closed
T004010,D009,IT Access,High,2025-07-30,2025-08-04,3,Closed
T004011,D009,Benefits Question,Critical,2025-03-06,2025-03-09,1,Closed
T004012,D003,Payroll Issue,High,2024-07-28,2024-08-02,3,Closed
T004013,D006,Payroll Issue,High,2025-01-20,2025-01-25,3,Closed
T004014,D005,Vendor Request,Low,2025-06-16,2025-06-16,7,Closed
T004015,D011,Benefits Question,Critical,2025-10-21,2025-10-24,1,Closed
T004016,D001,Vendor Request,Critical,2024-08-27,2024-08-30,1,Closed
T004017,D004,Payroll Issue,Low,2025-06-18,2025-06-23,7,Closed
T004018,D001,Vendor Request,Low,2025-07-04,2025-07-08,7,Closed
T004019,D012,Payroll Issue,Medium,2026-03-29,,5,Open
T004020,D010,System Support,High,2024-11-14,2024-11-17,3,Closed
T004021,D012,System Support,Medium,2024-07-27,2024-07-30,5,Closed
T004022,D010,Benefits Question,High,2025-02-08,2025-02-09,3,Closed
T004023,D008,IT Access,Medium,2024-08-25,2024-09-03,5,Closed
T004024,D005,Payroll Issue,Low,2026-05-20,2026-05-22,7,Closed
T004025,D005,IT Access,Medium,2025-10-04,2025-10-09,5,Closed
T004026,D006,Payroll Issue,Critical,2025-01-13,2025-01-16,1,Closed
T004027,D012,Vendor Request,High,2024-12-18,,3,Open
T004028,D008,Vendor Request,Medium,2024-10-25,2024-10-28,5,Closed
T004029,D008,Vendor Request,High,2025-11-05,2025-11-08,3,Closed
T004030,D011,Payroll Issue,Low,2025-12-10,2025-12-13,7,Closed
T004031,D010,IT Access,Low,2026-05-20,2026-05-25,7,Closed
T004032,D010,IT Access,Low,2026-04-25,2026-05-04,7,Closed
T004033,D001,Benefits Question,Critical,2025-06-22,,1,In Progress
T004034,D007,System Support,Medium,2024-11-24,2024-12-01,5,Closed
T004035,D002,IT Access,High,2025-08-31,2025-09-05,3,Closed
T004036,D011,Payroll Issue,Critical,2025-03-18,2025-03-26,1,Closed
T004037,D012,Benefits Question,Low,2024-08-03,2024-08-04,7,Closed
T004038,D005,Vendor Request,Low,2025-06-02,2025-06-07,7,Closed
T004039,D005,IT Access,Low,2025-05-15,2025-05-21,7,Closed
T004040,D003,Benefits Question,Critical,2026-01-28,2026-02-01,1,Closed
T004041,D004,IT Access,Low,2024-12-11,2024-12-18,7,Closed
T004042,D003,IT Access,Low,2025-09-26,,7,In Progress
T004043,D012,Payroll Issue,Critical,2024-12-20,2024-12-22,1,Closed
T004044,D010,System Support,High,2026-01-20,,3,Open
T004045,D005,IT Access,Critical,2025-09-11,2025-09-12,1,Closed
T004046,D012,System Support,Medium,2024-08-12,2024-08-14,5,Closed
T004047,D004,IT Access,Critical,2024-08-04,,1,In Progress
T004048,D001,IT Access,Critical,2026-01-05,2026-01-11,1,Closed
T004049,D008,Vendor Request,Medium,2025-11-04,2025-11-10,5,Closed
T004050,D001,Onboarding,Low,2024-11-12,2024-11-16,7,Closed
T004051,D005,System Support,High,2026-01-17,,3,In Progress
T004052,D012,Vendor Request,Medium,2025-07-31,,5,In Progress
T004053,D005,IT Access,High,2025-07-21,,3,Open
T004054,D004,System Support,Critical,2025-11-05,2025-11-10,1,Closed
T004055,D001,System Support,Low,2025-06-22,2025-06-23,7,Closed
T004056,D010,Vendor Request,Critical,2026-01-07,2026-01-07,1,Closed
T004057,D004,System Support,Low,2024-12-20,2024-12-22,7,Closed
T004058,D005,Benefits Question,Low,2025-01-28,2025-01-29,7,Closed
T004059,D010,Benefits Question,Critical,2024-10-07,2024-10-13,1,Closed
T004060,D008,Onboarding,Medium,2025-08-08,2025-08-14,5,Closed
T004061,D011,Benefits Question,Medium,2024-11-04,,5,Open
T004062,D006,System Support,High,2024-11-02,2024-11-05,3,Closed
T004063,D007,Payroll Issue,Critical,2025-01-04,2025-01-12,1,Closed
T004064,D006,Vendor Request,High,2025-02-16,,3,In Progress
T004065,D005,Payroll Issue,Critical,2026-03-13,2026-03-17,1,Closed
T004066,D011,Onboarding,Critical,2024-09-22,2024-09-29,1,Closed
T004067,D007,IT Access,High,2024-10-11,,3,Open
T004068,D006,Benefits Question,Critical,2025-09-23,2025-09-23,1,Closed
T004069,D008,Onboarding,Medium,2025-09-30,2025-10-02,5,Closed
T004070,D006,Onboarding,Medium,2025-11-27,2025-12-03,5,Closed
T004071,D006,Onboarding,Medium,2026-02-15,2026-02-21,5,Closed
T004072,D003,Payroll Issue,Critical,2025-02-27,2025-03-03,1,Closed
T004073,D002,Vendor Request,Low,2024-06-04,2024-06-07,7,Closed
T004074,D009,Onboarding,Low,2025-05-30,2025-06-05,7,Closed
T004075,D002,Onboarding,Low,2025-11-20,2025-11-26,7,Closed
T004076,D009,System Support,Medium,2025-10-22,2025-10-25,5,Closed
T004077,D012,Payroll Issue,High,2024-08-11,2024-08-15,3,Closed
T004078,D008,IT Access,High,2024-07-19,2024-07-24,3,Closed
T004079,D009,Vendor Request,Critical,2025-07-03,2025-07-06,1,Closed
T004080,D004,Onboarding,High,2024-11-05,2024-11-11,3,Closed
T004081,D012,IT Access,Medium,2024-09-02,2024-09-11,5,Closed
T004082,D003,System Support,Medium,2025-11-14,2025-11-18,5,Closed
T004083,D012,IT Access,Low,2025-09-24,2025-10-01,7,Closed
T004084,D003,IT Access,High,2026-05-18,2026-05-22,3,Closed
T004085,D007,Benefits Question,Medium,2025-12-10,2025-12-12,5,Closed
T004086,D009,System Support,Low,2025-04-16,2025-04-17,7,Closed
T004087,D004,IT Access,Low,2026-05-03,2026-05-06,7,Closed
T004088,D005,IT Access,Medium,2024-09-12,2024-09-17,5,Closed
T004089,D011,IT Access,Low,2025-05-27,2025-06-01,7,Closed
T004090,D008,IT Access,Critical,2025-11-06,2025-11-10,1,Closed
T004091,D011,Vendor Request,Low,2024-10-01,2024-10-01,7,Closed
T004092,D012,Onboarding,High,2024-07-09,2024-07-14,3,Closed
T004093,D007,Benefits Question,Medium,2025-10-14,2025-10-19,5,Closed
T004094,D005,Vendor Request,Critical,2025-02-09,2025-02-12,1,Closed
T004095,D011,Onboarding,Low,2025-11-08,2025-11-16,7,Closed
T004096,D001,Vendor Request,High,2024-11-29,2024-12-04,3,Closed
T004097,D006,IT Access,High,2024-09-18,,3,In Progress
T004098,D007,Onboarding,Low,2025-05-14,2025-05-21,7,Closed
T004099,D012,Onboarding,High,2024-09-12,2024-09-18,3,Closed
T004100,D001,Vendor Request,Low,2025-04-28,2025-04-30,7,Closed
T004101,D008,IT Access,Critical,2026-05-09,,1,Open
T004102,D009,IT Access,Low,2026-05-12,2026-05-17,7,Closed
T004103,D012,System Support,Low,2025-03-22,2025-03-24,7,Closed
T004104,D008,Vendor Request,High,2025-03-29,,3,In Progress
T004105,D004,Onboarding,Critical,2025-11-21,,1,Open
T004106,D006,Benefits Question,Critical,2026-03-28,,1,In Progress
T004107,D004,Onboarding,Critical,2024-08-21,2024-08-23,1,Closed
T004108,D001,System Support,Medium,2026-03-24,2026-03-26,5,Closed
T004109,D010,System Support,Low,2026-03-19,2026-03-22,7,Closed
T004110,D009,Vendor Request,Low,2024-07-04,,7,In Progress
T004111,D009,Payroll Issue,Critical,2026-05-04,2026-05-06,1,Closed
T004112,D005,System Support,Critical,2025-07-02,,1,In Progress
T004113,D009,System Support,Low,2025-04-03,2025-04-07,7,Closed
T004114,D005,Onboarding,Low,2026-03-27,2026-04-02,7,Closed
T004115,D008,Payroll Issue,Critical,2024-11-09,2024-11-12,1,Closed
T004116,D005,Payroll Issue,Low,2024-07-16,,7,Open
T004117,D005,Onboarding,High,2025-05-09,2025-05-17,3,Closed
T004118,D002,System Support,Medium,2025-08-16,2025-08-18,5,Closed
T004119,D002,Payroll Issue,Critical,2024-12-09,2024-12-12,1,Closed
T004120,D008,Payroll Issue,Low,2024-07-07,2024-07-12,7,Closed
T004121,D007,System Support,Medium,2025-09-21,2025-09-23,5,Closed
T004122,D007,IT Access,High,2024-11-12,2024-11-15,3,Closed
T004123,D004,Benefits Question,Critical,2024-10-25,2024-10-28,1,Closed
T004124,D004,System Support,Critical,2025-01-20,2025-01-25,1,Closed
T004125,D012,IT Access,Low,2024-07-23,,7,Open
T004126,D003,Payroll Issue,Low,2026-02-20,2026-02-23,7,Closed
T004127,D008,Vendor Request,High,2025-04-29,2025-04-29,3,Closed
T004128,D012,Vendor Request,Low,2024-07-20,2024-07-20,7,Closed
T004129,D012,Onboarding,High,2024-08-14,2024-08-20,3,Closed
T004130,D002,Vendor Request,Critical,2025-03-09,2025-03-14,1,Closed
T004131,D001,Benefits Question,Critical,2025-04-11,2025-04-12,1,Closed
T004132,D009,System Support,Critical,2025-02-04,2025-02-09,1,Closed
T004133,D002,IT Access,Low,2024-09-04,,7,In Progress
T004134,D011,Benefits Question,Critical,2024-06-26,2024-06-28,1,Closed
T004135,D007,Onboarding,Medium,2025-12-13,2025-12-21,5,Closed
T004136,D002,IT Access,Medium,2026-05-06,2026-05-11,5,Closed
T004137,D010,Payroll Issue,Medium,2024-08-09,2024-08-12,5,Closed
T004138,D008,System Support,High,2026-02-26,2026-03-03,3,Closed
T004139,D009,Benefits Question,Critical,2025-12-31,2025-12-31,1,Closed
T004140,D002,System Support,Medium,2024-06-15,2024-06-17,5,Closed
T004141,D010,Vendor Request,Low,2024-06-16,,7,In Progress
T004142,D009,IT Access,Medium,2025-03-13,2025-03-17,5,Closed
T004143,D003,Benefits Question,Medium,2025-09-19,2025-09-20,5,Closed
T004144,D012,System Support,Critical,2025-04-27,2025-04-29,1,Closed
T004145,D001,Benefits Question,Low,2024-10-28,,7,Open
T004146,D009,IT Access,Low,2025-06-12,2025-06-23,7,Closed
T004147,D011,Benefits Question,Low,2024-11-17,2024-11-18,7,Closed
T004148,D005,Payroll Issue,High,2024-12-05,,3,Open
T004149,D004,Vendor Request,Medium,2025-11-22,2025-11-25,5,Closed
T004150,D004,System Support,Critical,2025-02-11,2025-02-14,1,Closed
T004151,D008,Vendor Request,Medium,2024-10-14,2024-10-18,5,Closed
T004152,D002,Payroll Issue,Critical,2025-08-14,2025-08-14,1,Closed
T004153,D009,System Support,Low,2025-07-22,2025-07-25,7,Closed
T004154,D003,System Support,Medium,2024-07-06,2024-07-08,5,Closed
T004155,D009,Payroll Issue,Low,2026-02-05,2026-02-09,7,Closed
T004156,D008,Onboarding,Low,2026-02-23,2026-03-05,7,Closed
T004157,D003,Payroll Issue,Critical,2024-09-10,,1,Open
T004158,D011,Benefits Question,Medium,2025-11-11,2025-11-15,5,Closed
T004159,D005,Vendor Request,Low,2026-04-02,2026-04-04,7,Closed
T004160,D007,IT Access,High,2025-03-07,2025-03-13,3,Closed
T004161,D001,Payroll Issue,High,2024-09-02,2024-09-10,3,Closed
T004162,D007,Vendor Request,Medium,2025-10-06,2025-10-08,5,Closed
T004163,D012,Payroll Issue,Critical,2026-03-31,2026-04-05,1,Closed
T004164,D010,Onboarding,Critical,2024-07-06,2024-07-12,1,Closed
T004165,D004,Onboarding,High,2025-12-29,2026-01-10,3,Closed
T004166,D002,Vendor Request,Low,2024-06-08,2024-06-13,7,Closed
T004167,D007,IT Access,Low,2025-01-18,2025-01-24,7,Closed
T004168,D011,IT Access,High,2025-12-13,2025-12-17,3,Closed
T004169,D007,Benefits Question,Critical,2025-12-16,2025-12-17,1,Closed
T004170,D011,Benefits Question,High,2025-08-19,,3,In Progress
T004171,D009,Onboarding,High,2026-05-19,2026-05-24,3,Closed
T004172,D008,Onboarding,Critical,2024-09-20,,1,Open
T004173,D012,Onboarding,Medium,2026-02-09,2026-02-18,5,Closed
T004174,D006,IT Access,Critical,2024-08-27,2024-09-02,1,Closed
T004175,D009,Onboarding,Low,2024-11-22,2024-11-26,7,Closed
T004176,D011,Benefits Question,High,2025-08-08,2025-08-11,3,Closed
T004177,D005,Onboarding,Medium,2024-08-06,,5,Open
T004178,D006,Payroll Issue,Medium,2024-09-01,,5,In Progress
T004179,D006,Benefits Question,Medium,2025-02-22,2025-02-25,5,Closed
T004180,D006,Onboarding,Critical,2025-12-04,2025-12-14,1,Closed
T004181,D005,Onboarding,Critical,2025-02-05,2025-02-11,1,Closed
T004182,D010,Payroll Issue,High,2024-09-04,2024-09-06,3,Closed
T004183,D004,System Support,High,2024-12-18,2024-12-19,3,Closed
T004184,D012,Onboarding,High,2024-11-22,2024-11-28,3,Closed
T004185,D008,Onboarding,Medium,2024-11-27,2024-12-01,5,Closed
T004186,D012,System Support,High,2025-04-30,2025-05-02,3,Closed
T004187,D011,Payroll Issue,Medium,2026-01-09,2026-01-12,5,Closed
T004188,D010,System Support,High,2025-07-02,2025-07-04,3,Closed
T004189,D003,System Support,Critical,2025-03-29,,1,In Progress
T004190,D006,Payroll Issue,Critical,2025-03-12,2025-03-14,1,Closed
T004191,D008,System Support,High,2024-07-02,,3,In Progress
T004192,D010,Vendor Request,High,2025-07-23,2025-07-25,3,Closed
T004193,D003,Benefits Question,Low,2024-12-29,2024-12-29,7,Closed
T004194,D005,IT Access,Critical,2025-03-12,2025-03-18,1,Closed
T004195,D007,IT Access,Low,2026-01-17,2026-01-22,7,Closed
T004196,D005,Vendor Request,Critical,2024-08-30,2024-09-01,1,Closed
T004197,D009,Onboarding,High,2024-09-04,2024-09-10,3,Closed
T004198,D010,Vendor Request,Medium,2025-10-01,2025-10-05,5,Closed
T004199,D005,IT Access,Critical,2026-01-01,2026-01-07,1,Closed
T004200,D010,IT Access,Critical,2025-11-27,2025-12-03,1,Closed
T004201,D007,Benefits Question,Low,2024-12-12,2024-12-14,7,Closed
T004202,D003,Payroll Issue,Low,2024-08-12,2024-08-15,7,Closed
T004203,D006,IT Access,Low,2025-08-14,,7,Open
T004204,D005,IT Access,High,2025-04-05,2025-04-10,3,Closed
T004205,D002,System Support,Critical,2025-09-05,2025-09-06,1,Closed
T004206,D004,IT Access,Low,2025-11-17,,7,In Progress
T004207,D002,Benefits Question,High,2025-02-05,2025-02-09,3,Closed
T004208,D005,Vendor Request,Medium,2025-07-29,,5,Open
T004209,D004,Payroll Issue,High,2026-04-29,2026-05-04,3,Closed
T004210,D009,Benefits Question,Medium,2026-05-12,,5,Open
T004211,D003,IT Access,High,2025-07-02,2025-07-07,3,Closed
T004212,D003,Vendor Request,Medium,2025-03-30,2025-04-02,5,Closed
T004213,D009,Onboarding,Low,2025-03-11,,7,In Progress
T004214,D002,Onboarding,High,2024-11-16,2024-11-25,3,Closed
T004215,D002,IT Access,Medium,2026-02-25,,5,In Progress
T004216,D004,Payroll Issue,Critical,2025-01-06,2025-01-10,1,Closed
T004217,D010,Payroll Issue,Medium,2026-02-02,2026-02-06,5,Closed
T004218,D004,Benefits Question,Low,2025-07-06,2025-07-08,7,Closed
T004219,D001,Payroll Issue,High,2024-08-31,,3,Open
T004220,D007,Onboarding,Critical,2024-10-05,2024-10-12,1,Closed
T004221,D004,Payroll Issue,Low,2025-08-01,2025-08-02,7,Closed
T004222,D002,Vendor Request,Critical,2026-01-11,,1,In Progress
T004223,D008,Payroll Issue,Critical,2024-07-18,2024-07-20,1,Closed
T004224,D010,Vendor Request,Low,2025-09-09,2025-09-16,7,Closed
T004225,D009,Benefits Question,Medium,2025-10-22,2025-10-24,5,Closed
T004226,D011,Vendor Request,Critical,2025-09-09,2025-09-10,1,Closed
T004227,D009,Benefits Question,High,2024-09-22,2024-09-26,3,Closed
T004228,D001,Vendor Request,Critical,2026-05-01,2026-05-08,1,Closed
T004229,D008,Onboarding,Medium,2025-08-28,2025-09-02,5,Closed
T004230,D003,System Support,Low,2024-08-23,2024-08-28,7,Closed
T004231,D010,System Support,Critical,2025-11-20,,1,In Progress
T004232,D003,Vendor Request,Medium,2025-08-01,2025-08-04,5,Closed
T004233,D004,Benefits Question,High,2024-07-27,2024-08-01,3,Closed
T004234,D007,Benefits Question,Medium,2024-10-24,2024-10-29,5,Closed
T004235,D012,Benefits Question,Medium,2025-02-05,2025-02-07,5,Closed
T004236,D007,Onboarding,Critical,2026-01-08,2026-01-09,1,Closed
T004237,D011,Onboarding,Medium,2026-04-07,2026-04-14,5,Closed
T004238,D008,System Support,Low,2025-11-28,2025-11-30,7,Closed
T004239,D007,Onboarding,High,2024-09-12,2024-09-19,3,Closed
T004240,D007,IT Access,Critical,2026-01-30,2026-02-05,1,Closed
T004241,D012,Vendor Request,Critical,2025-03-15,2025-03-18,1,Closed
T004242,D002,Vendor Request,High,2025-05-04,2025-05-06,3,Closed
T004243,D006,Payroll Issue,High,2026-04-30,2026-05-02,3,Closed
T004244,D006,Benefits Question,Critical,2025-02-16,2025-02-21,1,Closed
T004245,D003,Payroll Issue,Medium,2025-01-11,,5,Open
T004246,D010,System Support,Medium,2025-12-10,2025-12-11,5,Closed
T004247,D001,Vendor Request,High,2024-12-16,2024-12-19,3,Closed
T004248,D001,Payroll Issue,Low,2024-11-28,2024-11-28,7,Closed
T004249,D012,Payroll Issue,Low,2025-06-13,2025-06-15,7,Closed
T004250,D010,System Support,Low,2026-01-14,2026-01-18,7,Closed
T004251,D005,IT Access,High,2025-04-29,2025-05-06,3,Closed
T004252,D003,Benefits Question,Medium,2025-04-13,2025-04-16,5,Closed
T004253,D007,Benefits Question,Medium,2024-06-14,2024-06-15,5,Closed
T004254,D004,Vendor Request,High,2024-07-23,,3,Open
T004255,D003,Onboarding,Low,2024-06-10,,7,In Progress
T004256,D002,Onboarding,Low,2025-01-10,2025-01-17,7,Closed
T004257,D011,System Support,Medium,2025-09-15,,5,In Progress
T004258,D005,Onboarding,Critical,2024-07-07,2024-07-14,1,Closed
