payroll_id,employee_id,pay_period,base_pay,overtime_pay,bonus_pay,total_compensation,pay_year,pay_month,pay_month_name,pay_year_month,overtime_flag
P023279,E0970,2025-11-01,6480.33,208.02,0,6688.36,2025,11,Nov,2025-11,1
P023280,E0970,2025-12-01,6480.33,80.89,0,6561.23,2025,12,Dec,2025-12,1
P023281,E0971,2024-01-01,4832.67,348.16,0,5180.83,2024,1,Jan,2024-01,1
P023282,E0971,2024-02-01,4832.67,487.97,0,5320.63,2024,2,Feb,2024-02,1
P023283,E0971,2024-03-01,4832.67,197.85,0,5030.51,2024,3,Mar,2024-03,1
P023284,E0971,2024-04-01,4832.67,425.28,250,5507.95,2024,4,Apr,2024-04,1
P023285,E0971,2024-05-01,4832.67,225.45,250,5308.11,2024,5,May,2024-05,1
P023286,E0971,2024-06-01,4832.67,396.47,250,5479.14,2024,6,Jun,2024-06,1
P023287,E0971,2024-07-01,4832.67,112.98,0,4945.65,2024,7,Jul,2024-07,1
P023288,E0971,2024-08-01,4832.67,272.91,0,5105.57,2024,8,Aug,2024-08,1
P023289,E0971,2024-09-01,4832.67,294.5,0,5127.16,2024,9,Sep,2024-09,1
P023290,E0971,2024-10-01,4832.67,342.6,0,5175.27,2024,10,Oct,2024-10,1
P023291,E0971,2024-11-01,4832.67,127.47,0,4960.14,2024,11,Nov,2024-11,1
P023292,E0971,2024-12-01,4832.67,153.61,0,4986.27,2024,12,Dec,2024-12,1
P023293,E0971,2025-01-01,4832.67,594.27,0,5426.94,2025,1,Jan,2025-01,1
P023294,E0971,2025-02-01,4832.67,82.1,250,5164.77,2025,2,Feb,2025-02,1
P023295,E0971,2025-03-01,4832.67,181.54,500,5514.21,2025,3,Mar,2025-03,1
P023296,E0971,2025-04-01,4832.67,364.29,0,5196.95,2025,4,Apr,2025-04,1
P023297,E0971,2025-05-01,4832.67,505.69,0,5338.35,2025,5,May,2025-05,1
P023298,E0971,2025-06-01,4832.67,385.79,0,5218.45,2025,6,Jun,2025-06,1
P023299,E0971,2025-07-01,4832.67,244.63,0,5077.3,2025,7,Jul,2025-07,1
P023300,E0971,2025-08-01,4832.67,229.28,0,5061.95,2025,8,Aug,2025-08,1
P023301,E0971,2025-09-01,4832.67,280.43,0,5113.1,2025,9,Sep,2025-09,1
P023302,E0971,2025-10-01,4832.67,186.86,0,5019.52,2025,10,Oct,2025-10,1
P023303,E0971,2025-11-01,4832.67,120.7,0,4953.37,2025,11,Nov,2025-11,1
P023304,E0971,2025-12-01,4832.67,393.77,0,5226.43,2025,12,Dec,2025-12,1
P023305,E0972,2024-01-01,8622.67,1340.9,0,9963.56,2024,1,Jan,2024-01,1
P023306,E0972,2024-02-01,8622.67,235.03,250,9107.69,2024,2,Feb,2024-02,1
P023307,E0972,2024-03-01,8622.67,565.74,0,9188.4,2024,3,Mar,2024-03,1
P023308,E0972,2024-04-01,8622.67,333.58,0,8956.24,2024,4,Apr,2024-04,1
P023309,E0972,2024-05-01,8622.67,1038.41,0,9661.08,2024,5,May,2024-05,1
P023310,E0972,2024-06-01,8622.67,586.57,0,9209.24,2024,6,Jun,2024-06,1
P023311,E0972,2024-07-01,8622.67,945.62,0,9568.29,2024,7,Jul,2024-07,1
P023312,E0972,2024-08-01,8622.67,631.23,0,9253.9,2024,8,Aug,2024-08,1
P023313,E0972,2024-09-01,8622.67,545.26,0,9167.92,2024,9,Sep,2024-09,1
P023314,E0972,2024-10-01,8622.67,782.07,0,9404.73,2024,10,Oct,2024-10,1
P023315,E0972,2024-11-01,8622.67,174.81,0,8797.48,2024,11,Nov,2024-11,1
P023316,E0972,2024-12-01,8622.67,287.89,0,8910.56,2024,12,Dec,2024-12,1
P023317,E0972,2025-01-01,8622.67,1693.79,0,10316.45,2025,1,Jan,2025-01,1
P023318,E0972,2025-02-01,8622.67,358.58,250,9231.25,2025,2,Feb,2025-02,1
P023319,E0972,2025-03-01,8622.67,221.43,500,9344.1,2025,3,Mar,2025-03,1
P023320,E0972,2025-04-01,8622.67,1522.96,0,10145.62,2025,4,Apr,2025-04,1
P023321,E0972,2025-05-01,8622.67,318.67,500,9441.34,2025,5,May,2025-05,1
P023322,E0972,2025-06-01,8622.67,273.87,0,8896.54,2025,6,Jun,2025-06,1
P023323,E0972,2025-07-01,8622.67,324.75,250,9197.42,2025,7,Jul,2025-07,1
P023324,E0972,2025-08-01,8622.67,118.86,0,8741.53,2025,8,Aug,2025-08,1
P023325,E0972,2025-09-01,8622.67,676.86,0,9299.52,2025,9,Sep,2025-09,1
P023326,E0972,2025-10-01,8622.67,292.97,0,8915.64,2025,10,Oct,2025-10,1
P023327,E0972,2025-11-01,8622.67,1588.78,0,10211.45,2025,11,Nov,2025-11,1
P023328,E0972,2025-12-01,8622.67,479.38,250,9352.05,2025,12,Dec,2025-12,1
P023329,E0973,2024-01-01,8245.92,160.25,250,8656.17,2024,1,Jan,2024-01,1
P023330,E0973,2024-02-01,8245.92,814.89,0,9060.81,2024,2,Feb,2024-02,1
P023331,E0973,2024-03-01,8245.92,316.6,0,8562.52,2024,3,Mar,2024-03,1
P023332,E0973,2024-04-01,8245.92,57.98,0,8303.9,2024,4,Apr,2024-04,1
P023333,E0973,2024-05-01,8245.92,479.0,0,8724.92,2024,5,May,2024-05,1
P023334,E0973,2024-06-01,8245.92,428.51,0,8674.42,2024,6,Jun,2024-06,1
P023335,E0973,2024-07-01,8245.92,1096.85,0,9342.77,2024,7,Jul,2024-07,1
P023336,E0973,2024-08-01,8245.92,1037.3,0,9283.22,2024,8,Aug,2024-08,1
P023337,E0973,2024-09-01,8245.92,189.34,0,8435.26,2024,9,Sep,2024-09,1
P023338,E0973,2024-10-01,8245.92,226.41,0,8472.33,2024,10,Oct,2024-10,1
P023339,E0973,2024-11-01,8245.92,299.9,0,8545.82,2024,11,Nov,2024-11,1
P023340,E0973,2024-12-01,8245.92,827.56,0,9073.47,2024,12,Dec,2024-12,1
P023341,E0973,2025-01-01,8245.92,974.72,0,9220.64,2025,1,Jan,2025-01,1
P023342,E0973,2025-02-01,8245.92,101.48,1000,9347.4,2025,2,Feb,2025-02,1
P023343,E0973,2025-03-01,8245.92,28.38,0,8274.3,2025,3,Mar,2025-03,1
P023344,E0973,2025-04-01,8245.92,238.32,0,8484.24,2025,4,Apr,2025-04,1
P023345,E0973,2025-05-01,8245.92,644.29,0,8890.2,2025,5,May,2025-05,1
P023346,E0973,2025-06-01,8245.92,382.91,0,8628.82,2025,6,Jun,2025-06,1
P023347,E0973,2025-07-01,8245.92,126.38,0,8372.29,2025,7,Jul,2025-07,1
P023348,E0973,2025-08-01,8245.92,369.57,250,8865.49,2025,8,Aug,2025-08,1
P023349,E0973,2025-09-01,8245.92,379.95,0,8625.86,2025,9,Sep,2025-09,1
P023350,E0973,2025-10-01,8245.92,517.08,0,8763.0,2025,10,Oct,2025-10,1
P023351,E0973,2025-11-01,8245.92,856.01,250,9351.93,2025,11,Nov,2025-11,1
P023352,E0973,2025-12-01,8245.92,257.84,0,8503.76,2025,12,Dec,2025-12,1
P023353,E0974,2024-01-01,6396.83,258.39,0,6655.22,2024,1,Jan,2024-01,1
P023354,E0974,2024-02-01,6396.83,68.21,0,6465.04,2024,2,Feb,2024-02,1
P023355,E0974,2024-03-01,6396.83,240.12,0,6636.96,2024,3,Mar,2024-03,1
P023356,E0974,2024-04-01,6396.83,131.7,0,6528.53,2024,4,Apr,2024-04,1
P023357,E0974,2024-05-01,6396.83,420.95,0,6817.79,2024,5,May,2024-05,1
P023358,E0974,2024-06-01,6396.83,170.05,500,7066.88,2024,6,Jun,2024-06,1
P023359,E0974,2024-07-01,6396.83,319.01,0,6715.84,2024,7,Jul,2024-07,1
P023360,E0974,2024-08-01,6396.83,27.6,0,6424.43,2024,8,Aug,2024-08,1
P023361,E0974,2024-09-01,6396.83,217.05,250,6863.88,2024,9,Sep,2024-09,1
P023362,E0974,2024-10-01,6396.83,277.82,0,6674.66,2024,10,Oct,2024-10,1
P023363,E0974,2024-11-01,6396.83,120.42,0,6517.25,2024,11,Nov,2024-11,1
P023364,E0974,2024-12-01,6396.83,226.94,0,6623.77,2024,12,Dec,2024-12,1
P023365,E0974,2025-01-01,6396.83,346.98,0,6743.82,2025,1,Jan,2025-01,1
P023366,E0974,2025-02-01,6396.83,117.12,500,7013.95,2025,2,Feb,2025-02,1
P023367,E0974,2025-03-01,6396.83,138.2,0,6535.03,2025,3,Mar,2025-03,1
P023368,E0974,2025-04-01,6396.83,200.62,0,6597.45,2025,4,Apr,2025-04,1
P023369,E0974,2025-05-01,6396.83,110.12,0,6506.96,2025,5,May,2025-05,1
P023370,E0974,2025-06-01,6396.83,113.31,0,6510.14,2025,6,Jun,2025-06,1
P023371,E0974,2025-07-01,6396.83,158.01,500,7054.85,2025,7,Jul,2025-07,1
P023372,E0974,2025-08-01,6396.83,195.52,0,6592.36,2025,8,Aug,2025-08,1
P023373,E0974,2025-09-01,6396.83,102.01,0,6498.84,2025,9,Sep,2025-09,1
P023374,E0974,2025-10-01,6396.83,33.7,0,6430.54,2025,10,Oct,2025-10,1
P023375,E0974,2025-11-01,6396.83,202.12,0,6598.96,2025,11,Nov,2025-11,1
P023376,E0974,2025-12-01,6396.83,293.34,0,6690.18,2025,12,Dec,2025-12,1
P023377,E0975,2024-01-01,4959.33,897.87,0,5857.21,2024,1,Jan,2024-01,1
P023378,E0975,2024-02-01,4959.33,291.73,250,5501.06,2024,2,Feb,2024-02,1
P023379,E0975,2024-03-01,4959.33,338.38,1000,6297.71,2024,3,Mar,2024-03,1
P023380,E0975,2024-04-01,4959.33,311.75,0,5271.08,2024,4,Apr,2024-04,1
P023381,E0975,2024-05-01,4959.33,306.6,0,5265.94,2024,5,May,2024-05,1
P023382,E0975,2024-06-01,4959.33,837.04,0,5796.37,2024,6,Jun,2024-06,1
P023383,E0975,2024-07-01,4959.33,89.09,0,5048.42,2024,7,Jul,2024-07,1
P023384,E0975,2024-08-01,4959.33,39.44,0,4998.77,2024,8,Aug,2024-08,1
P023385,E0975,2024-09-01,4959.33,159.83,0,5119.16,2024,9,Sep,2024-09,1
P023386,E0975,2024-10-01,4959.33,485.12,0,5444.45,2024,10,Oct,2024-10,1
P023387,E0975,2024-11-01,4959.33,239.81,0,5199.14,2024,11,Nov,2024-11,1
P023388,E0975,2024-12-01,4959.33,59.22,0,5018.55,2024,12,Dec,2024-12,1
P023389,E0975,2025-01-01,4959.33,647.18,0,5606.51,2025,1,Jan,2025-01,1
P023390,E0975,2025-02-01,4959.33,581.82,0,5541.15,2025,2,Feb,2025-02,1
P023391,E0975,2025-03-01,4959.33,274.02,0,5233.35,2025,3,Mar,2025-03,1
P023392,E0975,2025-04-01,4959.33,797.57,0,5756.9,2025,4,Apr,2025-04,1
P023393,E0975,2025-05-01,4959.33,154.74,0,5114.08,2025,5,May,2025-05,1
P023394,E0975,2025-06-01,4959.33,634.23,0,5593.56,2025,6,Jun,2025-06,1
P023395,E0975,2025-07-01,4959.33,747.52,500,6206.86,2025,7,Jul,2025-07,1
P023396,E0975,2025-08-01,4959.33,278.64,1000,6237.97,2025,8,Aug,2025-08,1
P023397,E0975,2025-09-01,4959.33,98.29,500,5557.63,2025,9,Sep,2025-09,1
P023398,E0975,2025-10-01,4959.33,90.51,0,5049.84,2025,10,Oct,2025-10,1
P023399,E0975,2025-11-01,4959.33,156.96,250,5366.29,2025,11,Nov,2025-11,1
P023400,E0975,2025-12-01,4959.33,286.04,0,5245.37,2025,12,Dec,2025-12,1
P023401,E0976,2024-01-01,4078.42,485.37,1000,5563.79,2024,1,Jan,2024-01,1
P023402,E0976,2024-02-01,4078.42,141.49,250,4469.9,2024,2,Feb,2024-02,1
P023403,E0976,2024-03-01,4078.42,170.24,0,4248.65,2024,3,Mar,2024-03,1
P023404,E0976,2024-04-01,4078.42,91.2,0,4169.62,2024,4,Apr,2024-04,1
P023405,E0976,2024-05-01,4078.42,380.83,250,4709.24,2024,5,May,2024-05,1
P023406,E0976,2024-06-01,4078.42,296.75,0,4375.17,2024,6,Jun,2024-06,1
P023407,E0976,2024-07-01,4078.42,131.94,0,4210.36,2024,7,Jul,2024-07,1
P023408,E0976,2024-08-01,4078.42,395.06,0,4473.48,2024,8,Aug,2024-08,1
P023409,E0976,2024-09-01,4078.42,597.56,0,4675.98,2024,9,Sep,2024-09,1
P023410,E0976,2024-10-01,4078.42,423.78,0,4502.19,2024,10,Oct,2024-10,1
P023411,E0976,2024-11-01,4078.42,30.86,500,4609.27,2024,11,Nov,2024-11,1
P023412,E0976,2024-12-01,4078.42,208.97,0,4287.38,2024,12,Dec,2024-12,1
P023413,E0976,2025-01-01,4078.42,172.08,0,4250.49,2025,1,Jan,2025-01,1
P023414,E0976,2025-02-01,4078.42,254.75,0,4333.17,2025,2,Feb,2025-02,1
P023415,E0976,2025-03-01,4078.42,236.25,250,4564.67,2025,3,Mar,2025-03,1
P023416,E0976,2025-04-01,4078.42,192.74,0,4271.16,2025,4,Apr,2025-04,1
P023417,E0976,2025-05-01,4078.42,215.27,0,4293.68,2025,5,May,2025-05,1
P023418,E0976,2025-06-01,4078.42,65.34,0,4143.75,2025,6,Jun,2025-06,1
P023419,E0976,2025-07-01,4078.42,187.27,250,4515.68,2025,7,Jul,2025-07,1
P023420,E0976,2025-08-01,4078.42,255.59,0,4334.01,2025,8,Aug,2025-08,1
P023421,E0976,2025-09-01,4078.42,214.13,0,4292.54,2025,9,Sep,2025-09,1
P023422,E0976,2025-10-01,4078.42,124.95,0,4203.37,2025,10,Oct,2025-10,1
P023423,E0976,2025-11-01,4078.42,432.5,0,4510.92,2025,11,Nov,2025-11,1
P023424,E0976,2025-12-01,4078.42,537.91,0,4616.33,2025,12,Dec,2025-12,1
P023425,E0977,2024-01-01,5357.67,88.45,0,5446.12,2024,1,Jan,2024-01,1
P023426,E0977,2024-02-01,5357.67,54.21,0,5411.88,2024,2,Feb,2024-02,1
P023427,E0977,2024-03-01,5357.67,81.77,0,5439.43,2024,3,Mar,2024-03,1
P023428,E0977,2024-04-01,5357.67,1030.74,0,6388.41,2024,4,Apr,2024-04,1
P023429,E0977,2024-05-01,5357.67,407.46,0,5765.13,2024,5,May,2024-05,1
P023430,E0977,2024-06-01,5357.67,495.68,0,5853.34,2024,6,Jun,2024-06,1
P023431,E0977,2024-07-01,5357.67,239.92,0,5597.59,2024,7,Jul,2024-07,1
P023432,E0977,2024-08-01,5357.67,178.54,0,5536.21,2024,8,Aug,2024-08,1
P023433,E0977,2024-09-01,5357.67,258.2,500,6115.87,2024,9,Sep,2024-09,1
P023434,E0977,2024-10-01,5357.67,110.43,0,5468.1,2024,10,Oct,2024-10,1
P023435,E0977,2024-11-01,5357.67,94.42,0,5452.09,2024,11,Nov,2024-11,1
P023436,E0977,2024-12-01,5357.67,25.56,0,5383.23,2024,12,Dec,2024-12,1
P023437,E0977,2025-01-01,5357.67,223.06,250,5830.72,2025,1,Jan,2025-01,1
P023438,E0977,2025-02-01,5357.67,206.47,500,6064.13,2025,2,Feb,2025-02,1
P023439,E0977,2025-03-01,5357.67,7.47,0,5365.14,2025,3,Mar,2025-03,1
P023440,E0977,2025-04-01,5357.67,300.93,250,5908.6,2025,4,Apr,2025-04,1
P023441,E0977,2025-05-01,5357.67,83.65,0,5441.31,2025,5,May,2025-05,1
P023442,E0977,2025-06-01,5357.67,486.91,0,5844.58,2025,6,Jun,2025-06,1
P023443,E0977,2025-07-01,5357.67,234.73,0,5592.39,2025,7,Jul,2025-07,1
P023444,E0977,2025-08-01,5357.67,195.71,0,5553.38,2025,8,Aug,2025-08,1
P023445,E0977,2025-09-01,5357.67,346.23,0,5703.9,2025,9,Sep,2025-09,1
P023446,E0977,2025-10-01,5357.67,112.16,0,5469.82,2025,10,Oct,2025-10,1
P023447,E0977,2025-11-01,5357.67,143.53,0,5501.2,2025,11,Nov,2025-11,1
P023448,E0977,2025-12-01,5357.67,56.3,0,5413.97,2025,12,Dec,2025-12,1
P023449,E0978,2024-01-01,11546.5,230.93,0,11777.43,2024,1,Jan,2024-01,1
P023450,E0978,2024-02-01,11546.5,537.42,0,12083.92,2024,2,Feb,2024-02,1
P023451,E0978,2024-03-01,11546.5,135.28,500,12181.78,2024,3,Mar,2024-03,1
P023452,E0978,2024-04-01,11546.5,512.57,0,12059.07,2024,4,Apr,2024-04,1
P023453,E0978,2024-05-01,11546.5,269.51,0,11816.01,2024,5,May,2024-05,1
P023454,E0978,2024-06-01,11546.5,218.92,0,11765.42,2024,6,Jun,2024-06,1
P023455,E0978,2024-07-01,11546.5,135.89,0,11682.39,2024,7,Jul,2024-07,1
P023456,E0978,2024-08-01,11546.5,82.58,0,11629.08,2024,8,Aug,2024-08,1
P023457,E0978,2024-09-01,11546.5,298.39,0,11844.89,2024,9,Sep,2024-09,1
P023458,E0978,2024-10-01,11546.5,134.06,500,12180.56,2024,10,Oct,2024-10,1
P023459,E0978,2024-11-01,11546.5,122.12,0,11668.62,2024,11,Nov,2024-11,1
P023460,E0978,2024-12-01,11546.5,501.85,0,12048.35,2024,12,Dec,2024-12,1
P023461,E0978,2025-01-01,11546.5,342.56,0,11889.06,2025,1,Jan,2025-01,1
P023462,E0978,2025-02-01,11546.5,73.53,0,11620.03,2025,2,Feb,2025-02,1
P023463,E0978,2025-03-01,11546.5,208.57,0,11755.07,2025,3,Mar,2025-03,1
P023464,E0978,2025-04-01,11546.5,139.19,0,11685.69,2025,4,Apr,2025-04,1
P023465,E0978,2025-05-01,11546.5,465.89,0,12012.39,2025,5,May,2025-05,1
P023466,E0978,2025-06-01,11546.5,302.71,250,12099.21,2025,6,Jun,2025-06,1
P023467,E0978,2025-07-01,11546.5,113.62,0,11660.12,2025,7,Jul,2025-07,1
P023468,E0978,2025-08-01,11546.5,202.97,0,11749.47,2025,8,Aug,2025-08,1
P023469,E0978,2025-09-01,11546.5,63.12,0,11609.62,2025,9,Sep,2025-09,1
P023470,E0978,2025-10-01,11546.5,824.93,0,12371.43,2025,10,Oct,2025-10,1
P023471,E0978,2025-11-01,11546.5,195.95,0,11742.45,2025,11,Nov,2025-11,1
P023472,E0978,2025-12-01,11546.5,292.99,0,11839.49,2025,12,Dec,2025-12,1
P023473,E0979,2024-01-01,6447.08,345.42,250,7042.5,2024,1,Jan,2024-01,1
P023474,E0979,2024-02-01,6447.08,402.16,1000,7849.24,2024,2,Feb,2024-02,1
P023475,E0979,2024-03-01,6447.08,119.86,0,6566.94,2024,3,Mar,2024-03,1
P023476,E0979,2024-04-01,6447.08,157.17,0,6604.25,2024,4,Apr,2024-04,1
P023477,E0979,2024-05-01,6447.08,157.65,0,6604.73,2024,5,May,2024-05,1
P023478,E0979,2024-06-01,6447.08,305.47,0,6752.55,2024,6,Jun,2024-06,1
P023479,E0979,2024-07-01,6447.08,187.87,0,6634.96,2024,7,Jul,2024-07,1
P023480,E0979,2024-08-01,6447.08,222.49,0,6669.58,2024,8,Aug,2024-08,1
P023481,E0979,2024-09-01,6447.08,306.56,0,6753.64,2024,9,Sep,2024-09,1
P023482,E0979,2024-10-01,6447.08,243.3,0,6690.39,2024,10,Oct,2024-10,1
P023483,E0979,2024-11-01,6447.08,165.62,0,6612.7,2024,11,Nov,2024-11,1
P023484,E0979,2024-12-01,6447.08,70.85,0,6517.93,2024,12,Dec,2024-12,1
P023485,E0979,2025-01-01,6447.08,463.32,0,6910.41,2025,1,Jan,2025-01,1
P023486,E0979,2025-02-01,6447.08,136.46,0,6583.54,2025,2,Feb,2025-02,1
P023487,E0979,2025-03-01,6447.08,340.9,0,6787.98,2025,3,Mar,2025-03,1
P023488,E0979,2025-04-01,6447.08,389.53,0,6836.61,2025,4,Apr,2025-04,1
P023489,E0979,2025-05-01,6447.08,262.86,0,6709.94,2025,5,May,2025-05,1
P023490,E0979,2025-06-01,6447.08,94.07,250,6791.16,2025,6,Jun,2025-06,1
P023491,E0979,2025-07-01,6447.08,219.68,0,6666.76,2025,7,Jul,2025-07,1
P023492,E0979,2025-08-01,6447.08,45.86,0,6492.94,2025,8,Aug,2025-08,1
P023493,E0979,2025-09-01,6447.08,131.96,0,6579.04,2025,9,Sep,2025-09,1
P023494,E0979,2025-10-01,6447.08,475.26,0,6922.35,2025,10,Oct,2025-10,1
P023495,E0979,2025-11-01,6447.08,164.15,0,6611.23,2025,11,Nov,2025-11,1
P023496,E0979,2025-12-01,6447.08,194.1,0,6641.19,2025,12,Dec,2025-12,1
P023497,E0980,2024-01-01,4855.17,15.3,250,5120.47,2024,1,Jan,2024-01,1
P023498,E0980,2024-02-01,4855.17,37.15,0,4892.31,2024,2,Feb,2024-02,1
P023499,E0980,2024-03-01,4855.17,795.88,0,5651.05,2024,3,Mar,2024-03,1
P023500,E0980,2024-04-01,4855.17,467.33,1000,6322.49,2024,4,Apr,2024-04,1
P023501,E0980,2024-05-01,4855.17,252.57,1000,6107.73,2024,5,May,2024-05,1
P023502,E0980,2024-06-01,4855.17,414.92,0,5270.09,2024,6,Jun,2024-06,1
P023503,E0980,2024-07-01,4855.17,291.88,0,5147.04,2024,7,Jul,2024-07,1
P023504,E0980,2024-08-01,4855.17,275.44,0,5130.61,2024,8,Aug,2024-08,1
P023505,E0980,2024-09-01,4855.17,141.85,0,4997.02,2024,9,Sep,2024-09,1
P023506,E0980,2024-10-01,4855.17,289.9,0,5145.07,2024,10,Oct,2024-10,1
P023507,E0980,2024-11-01,4855.17,664.27,0,5519.43,2024,11,Nov,2024-11,1
P023508,E0980,2024-12-01,4855.17,634.2,0,5489.36,2024,12,Dec,2024-12,1
P023509,E0980,2025-01-01,4855.17,553.92,0,5409.08,2025,1,Jan,2025-01,1
P023510,E0980,2025-02-01,4855.17,501.26,0,5356.43,2025,2,Feb,2025-02,1
P023511,E0980,2025-03-01,4855.17,348.57,0,5203.74,2025,3,Mar,2025-03,1
P023512,E0980,2025-04-01,4855.17,374.3,0,5229.47,2025,4,Apr,2025-04,1
P023513,E0980,2025-05-01,4855.17,404.42,0,5259.58,2025,5,May,2025-05,1
P023514,E0980,2025-06-01,4855.17,145.87,0,5001.04,2025,6,Jun,2025-06,1
P023515,E0980,2025-07-01,4855.17,496.22,0,5351.38,2025,7,Jul,2025-07,1
P023516,E0980,2025-08-01,4855.17,666.96,0,5522.13,2025,8,Aug,2025-08,1
P023517,E0980,2025-09-01,4855.17,412.54,0,5267.71,2025,9,Sep,2025-09,1
P023518,E0980,2025-10-01,4855.17,323.6,0,5178.76,2025,10,Oct,2025-10,1
P023519,E0980,2025-11-01,4855.17,112.08,0,4967.25,2025,11,Nov,2025-11,1
P023520,E0980,2025-12-01,4855.17,35.29,0,4890.46,2025,12,Dec,2025-12,1
P023521,E0981,2024-01-01,3839.25,658.5,0,4497.75,2024,1,Jan,2024-01,1
P023522,E0981,2024-02-01,3839.25,397.79,0,4237.04,2024,2,Feb,2024-02,1
P023523,E0981,2024-03-01,3839.25,616.44,0,4455.69,2024,3,Mar,2024-03,1
P023524,E0981,2024-04-01,3839.25,763.38,250,4852.63,2024,4,Apr,2024-04,1
P023525,E0981,2024-05-01,3839.25,1097.43,500,5436.68,2024,5,May,2024-05,1
P023526,E0981,2024-06-01,3839.25,656.79,0,4496.04,2024,6,Jun,2024-06,1
P023527,E0981,2024-07-01,3839.25,543.75,0,4383.0,2024,7,Jul,2024-07,1
P023528,E0981,2024-08-01,3839.25,681.71,0,4520.96,2024,8,Aug,2024-08,1
P023529,E0981,2024-09-01,3839.25,619.81,500,4959.06,2024,9,Sep,2024-09,1
P023530,E0981,2024-10-01,3839.25,162.58,250,4251.83,2024,10,Oct,2024-10,1
P023531,E0981,2024-11-01,3839.25,1268.88,500,5608.13,2024,11,Nov,2024-11,1
P023532,E0981,2024-12-01,3839.25,152.37,250,4241.62,2024,12,Dec,2024-12,1
P023533,E0981,2025-01-01,3839.25,55.41,500,4394.66,2025,1,Jan,2025-01,1
P023534,E0981,2025-02-01,3839.25,487.65,250,4576.9,2025,2,Feb,2025-02,1
P023535,E0981,2025-03-01,3839.25,460.64,0,4299.89,2025,3,Mar,2025-03,1
P023536,E0981,2025-04-01,3839.25,153.58,500,4492.83,2025,4,Apr,2025-04,1
P023537,E0981,2025-05-01,3839.25,525.51,0,4364.76,2025,5,May,2025-05,1
P023538,E0981,2025-06-01,3839.25,1022.75,0,4862.0,2025,6,Jun,2025-06,1
P023539,E0981,2025-07-01,3839.25,698.59,0,4537.84,2025,7,Jul,2025-07,1
P023540,E0981,2025-08-01,3839.25,187.64,0,4026.89,2025,8,Aug,2025-08,1
P023541,E0981,2025-09-01,3839.25,796.85,250,4886.1,2025,9,Sep,2025-09,1
P023542,E0981,2025-10-01,3839.25,527.32,0,4366.57,2025,10,Oct,2025-10,1
P023543,E0981,2025-11-01,3839.25,384.92,0,4224.17,2025,11,Nov,2025-11,1
P023544,E0981,2025-12-01,3839.25,110.66,0,3949.91,2025,12,Dec,2025-12,1
P023545,E0982,2024-01-01,7496.58,105.92,0,7602.5,2024,1,Jan,2024-01,1
P023546,E0982,2024-02-01,7496.58,247.07,500,8243.65,2024,2,Feb,2024-02,1
P023547,E0982,2024-03-01,7496.58,255.53,0,7752.12,2024,3,Mar,2024-03,1
P023548,E0982,2024-04-01,7496.58,317.86,0,7814.44,2024,4,Apr,2024-04,1
P023549,E0982,2024-05-01,7496.58,96.01,250,7842.59,2024,5,May,2024-05,1
P023550,E0982,2024-06-01,7496.58,112.41,0,7609.0,2024,6,Jun,2024-06,1
P023551,E0982,2024-07-01,7496.58,374.58,0,7871.16,2024,7,Jul,2024-07,1
P023552,E0982,2024-08-01,7496.58,85.43,0,7582.01,2024,8,Aug,2024-08,1
P023553,E0982,2024-09-01,7496.58,237.18,0,7733.77,2024,9,Sep,2024-09,1
P023554,E0982,2024-10-01,7496.58,332.59,0,7829.17,2024,10,Oct,2024-10,1
P023555,E0982,2024-11-01,7496.58,147.51,0,7644.09,2024,11,Nov,2024-11,1
P023556,E0982,2024-12-01,7496.58,362.55,0,7859.13,2024,12,Dec,2024-12,1
P023557,E0982,2025-01-01,7496.58,475.09,250,8221.68,2025,1,Jan,2025-01,1
P023558,E0982,2025-02-01,7496.58,189.86,0,7686.44,2025,2,Feb,2025-02,1
P023559,E0982,2025-03-01,7496.58,101.0,0,7597.58,2025,3,Mar,2025-03,1
P023560,E0982,2025-04-01,7496.58,375.35,250,8121.93,2025,4,Apr,2025-04,1
P023561,E0982,2025-05-01,7496.58,934.2,0,8430.78,2025,5,May,2025-05,1
P023562,E0982,2025-06-01,7496.58,28.17,0,7524.75,2025,6,Jun,2025-06,1
P023563,E0982,2025-07-01,7496.58,88.18,0,7584.76,2025,7,Jul,2025-07,1
P023564,E0982,2025-08-01,7496.58,39.33,0,7535.91,2025,8,Aug,2025-08,1
P023565,E0982,2025-09-01,7496.58,354.34,500,8350.92,2025,9,Sep,2025-09,1
P023566,E0982,2025-10-01,7496.58,170.16,500,8166.75,2025,10,Oct,2025-10,1
P023567,E0982,2025-11-01,7496.58,163.92,0,7660.51,2025,11,Nov,2025-11,1
P023568,E0982,2025-12-01,7496.58,374.23,0,7870.82,2025,12,Dec,2025-12,1
P023569,E0983,2024-01-01,6463.58,121.23,0,6584.82,2024,1,Jan,2024-01,1
P023570,E0983,2024-02-01,6463.58,117.4,500,7080.99,2024,2,Feb,2024-02,1
P023571,E0983,2024-03-01,6463.58,70.39,0,6533.97,2024,3,Mar,2024-03,1
P023572,E0983,2024-04-01,6463.58,300.03,250,7013.61,2024,4,Apr,2024-04,1
P023573,E0983,2024-05-01,6463.58,18.33,0,6481.91,2024,5,May,2024-05,1
P023574,E0983,2024-06-01,6463.58,49.75,500,7013.33,2024,6,Jun,2024-06,1
P023575,E0983,2024-07-01,6463.58,191.13,250,6904.71,2024,7,Jul,2024-07,1
