ticket_id,department_id,request_type,priority,opened_date,closed_date,sla_target_days,status,closed_flag,resolution_days,sla_missed_flag,sla_met_flag,opened_year,opened_month,opened_year_month
T003707,D003,Onboarding,Medium,2024-11-09,2024-11-18,5,Closed,1,9.0,1,0,2024,11,2024-11
T003708,D002,System Support,Medium,2025-05-25,2025-06-02,5,Closed,1,8.0,1,0,2025,5,2025-05
T003709,D010,Benefits Question,Medium,2025-06-14,2025-06-14,5,Closed,1,0.0,0,1,2025,6,2025-06
T003710,D008,System Support,Medium,2026-02-03,2026-02-07,5,Closed,1,4.0,0,1,2026,2,2026-02
T003711,D009,Payroll Issue,Critical,2025-01-21,2025-01-24,1,Closed,1,3.0,1,0,2025,1,2025-01
T003712,D001,Onboarding,Low,2026-02-26,2026-03-06,7,Closed,1,8.0,1,0,2026,2,2026-02
T003713,D002,Benefits Question,High,2025-12-22,2025-12-22,3,Closed,1,0.0,0,1,2025,12,2025-12
T003714,D002,Benefits Question,Medium,2025-02-05,2025-02-07,5,Closed,1,2.0,0,1,2025,2,2025-02
T003715,D010,Onboarding,Medium,2026-02-10,2026-02-12,5,Closed,1,2.0,0,1,2026,2,2026-02
T003716,D008,Payroll Issue,Medium,2025-01-30,2025-02-04,5,Closed,1,5.0,0,1,2025,1,2025-01
T003717,D010,Benefits Question,Critical,2025-07-01,2025-07-03,1,Closed,1,2.0,1,0,2025,7,2025-07
T003718,D011,Onboarding,Critical,2025-10-06,2025-10-13,1,Closed,1,7.0,1,0,2025,10,2025-10
T003719,D002,System Support,Low,2025-03-28,2025-04-03,7,Closed,1,6.0,0,1,2025,3,2025-03
T003720,D006,Payroll Issue,High,2025-10-28,2025-10-30,3,Closed,1,2.0,0,1,2025,10,2025-10
T003721,D003,Payroll Issue,Critical,2025-02-10,2025-02-11,1,Closed,1,1.0,0,1,2025,2,2025-02
T003722,D004,Vendor Request,Low,2025-12-25,2025-12-27,7,Closed,1,2.0,0,1,2025,12,2025-12
T003723,D006,IT Access,Critical,2024-10-25,2024-11-04,1,Closed,1,10.0,1,0,2024,10,2024-10
T003724,D002,Onboarding,Low,2024-07-22,2024-07-28,7,Closed,1,6.0,0,1,2024,7,2024-07
T003725,D009,Onboarding,Critical,2025-06-21,2025-06-28,1,Closed,1,7.0,1,0,2025,6,2025-06
T003726,D011,Payroll Issue,High,2024-06-02,2024-06-06,3,Closed,1,4.0,1,0,2024,6,2024-06
T003727,D006,Payroll Issue,Critical,2024-08-27,2024-09-03,1,Closed,1,7.0,1,0,2024,8,2024-08
T003728,D004,Benefits Question,Critical,2025-03-09,2025-03-14,1,Closed,1,5.0,1,0,2025,3,2025-03
T003729,D007,Vendor Request,Critical,2025-09-25,2025-09-28,1,Closed,1,3.0,1,0,2025,9,2025-09
T003730,D002,Vendor Request,Low,2025-09-22,2025-09-25,7,Closed,1,3.0,0,1,2025,9,2025-09
T003731,D008,IT Access,High,2024-11-11,2024-11-19,3,Closed,1,8.0,1,0,2024,11,2024-11
T003732,D008,Onboarding,Critical,2025-05-15,2025-05-21,1,Closed,1,6.0,1,0,2025,5,2025-05
T003733,D008,Benefits Question,Low,2025-08-07,,7,Open,0,0.0,0,0,2025,8,2025-08
T003734,D009,IT Access,Medium,2025-08-14,2025-08-15,5,Closed,1,1.0,0,1,2025,8,2025-08
T003735,D005,Onboarding,Medium,2025-03-10,2025-03-17,5,Closed,1,7.0,1,0,2025,3,2025-03
T003736,D012,IT Access,Low,2025-04-02,2025-04-06,7,Closed,1,4.0,0,1,2025,4,2025-04
T003737,D005,Vendor Request,Medium,2025-08-01,2025-08-05,5,Closed,1,4.0,0,1,2025,8,2025-08
T003738,D006,Onboarding,Low,2025-09-18,2025-09-26,7,Closed,1,8.0,1,0,2025,9,2025-09
T003739,D012,Onboarding,Medium,2025-10-30,2025-11-05,5,Closed,1,6.0,1,0,2025,10,2025-10
T003740,D006,System Support,Low,2025-07-09,2025-07-14,7,Closed,1,5.0,0,1,2025,7,2025-07
T003741,D004,IT Access,Critical,2025-08-11,2025-08-20,1,Closed,1,9.0,1,0,2025,8,2025-08
T003742,D004,System Support,High,2025-07-10,,3,Open,0,0.0,0,0,2025,7,2025-07
T003743,D002,System Support,Medium,2025-06-04,2025-06-06,5,Closed,1,2.0,0,1,2025,6,2025-06
T003744,D008,Payroll Issue,Low,2026-04-12,2026-04-16,7,Closed,1,4.0,0,1,2026,4,2026-04
T003745,D001,Vendor Request,Medium,2026-01-13,2026-01-16,5,Closed,1,3.0,0,1,2026,1,2026-01
T003746,D012,IT Access,High,2024-11-14,2024-11-18,3,Closed,1,4.0,1,0,2024,11,2024-11
T003747,D004,System Support,High,2025-02-01,2025-02-02,3,Closed,1,1.0,0,1,2025,2,2025-02
T003748,D003,Vendor Request,Medium,2024-06-26,2024-06-28,5,Closed,1,2.0,0,1,2024,6,2024-06
T003749,D006,Vendor Request,Low,2024-11-26,2024-11-29,7,Closed,1,3.0,0,1,2024,11,2024-11
T003750,D003,Payroll Issue,Medium,2025-09-02,2025-09-07,5,Closed,1,5.0,0,1,2025,9,2025-09
T003751,D010,System Support,High,2025-07-26,2025-07-29,3,Closed,1,3.0,0,1,2025,7,2025-07
T003752,D007,System Support,High,2024-12-10,2024-12-14,3,Closed,1,4.0,1,0,2024,12,2024-12
T003753,D004,System Support,High,2024-06-11,2024-06-13,3,Closed,1,2.0,0,1,2024,6,2024-06
T003754,D007,System Support,Low,2025-12-15,2025-12-16,7,Closed,1,1.0,0,1,2025,12,2025-12
T003755,D007,Vendor Request,Critical,2025-06-25,,1,In Progress,0,0.0,0,0,2025,6,2025-06
T003756,D005,Payroll Issue,Critical,2025-03-02,2025-03-03,1,Closed,1,1.0,0,1,2025,3,2025-03
T003757,D005,Onboarding,Low,2025-08-11,2025-08-17,7,Closed,1,6.0,0,1,2025,8,2025-08
T003758,D001,System Support,Critical,2026-01-12,2026-01-16,1,Closed,1,4.0,1,0,2026,1,2026-01
T003759,D003,System Support,Medium,2026-03-05,2026-03-07,5,Closed,1,2.0,0,1,2026,3,2026-03
T003760,D002,System Support,Low,2025-04-28,2025-05-03,7,Closed,1,5.0,0,1,2025,4,2025-04
T003761,D002,Payroll Issue,Critical,2026-01-02,2026-01-06,1,Closed,1,4.0,1,0,2026,1,2026-01
T003762,D002,Payroll Issue,High,2026-02-20,2026-02-21,3,Closed,1,1.0,0,1,2026,2,2026-02
T003763,D003,System Support,High,2024-06-29,2024-07-02,3,Closed,1,3.0,0,1,2024,6,2024-06
T003764,D011,System Support,Critical,2024-11-03,2024-11-04,1,Closed,1,1.0,0,1,2024,11,2024-11
T003765,D005,Onboarding,High,2025-12-16,,3,Open,0,0.0,0,0,2025,12,2025-12
T003766,D010,Benefits Question,Low,2026-05-30,2026-06-01,7,Closed,1,2.0,0,1,2026,5,2026-05
T003767,D002,Vendor Request,Medium,2026-05-11,2026-05-14,5,Closed,1,3.0,0,1,2026,5,2026-05
T003768,D002,Onboarding,Critical,2024-08-24,2024-08-30,1,Closed,1,6.0,1,0,2024,8,2024-08
T003769,D003,Onboarding,Low,2026-03-13,2026-03-19,7,Closed,1,6.0,0,1,2026,3,2026-03
T003770,D008,IT Access,Low,2026-05-15,2026-05-19,7,Closed,1,4.0,0,1,2026,5,2026-05
T003771,D001,Vendor Request,Medium,2026-05-03,,5,In Progress,0,0.0,0,0,2026,5,2026-05
T003772,D002,System Support,Low,2026-01-23,,7,In Progress,0,0.0,0,0,2026,1,2026-01
T003773,D004,Vendor Request,High,2025-05-22,2025-05-25,3,Closed,1,3.0,0,1,2025,5,2025-05
T003774,D008,System Support,Medium,2024-10-08,,5,Open,0,0.0,0,0,2024,10,2024-10
T003775,D008,Onboarding,Low,2024-10-02,,7,In Progress,0,0.0,0,0,2024,10,2024-10
T003776,D004,Payroll Issue,High,2025-11-30,2025-12-01,3,Closed,1,1.0,0,1,2025,11,2025-11
T003777,D001,Onboarding,Low,2024-08-07,,7,In Progress,0,0.0,0,0,2024,8,2024-08
T003778,D006,Benefits Question,Medium,2026-01-28,2026-02-01,5,Closed,1,4.0,0,1,2026,1,2026-01
T003779,D006,Vendor Request,Medium,2025-06-12,2025-06-14,5,Closed,1,2.0,0,1,2025,6,2025-06
T003780,D011,IT Access,Critical,2026-05-10,,1,In Progress,0,0.0,0,0,2026,5,2026-05
T003781,D003,Benefits Question,Low,2024-08-14,,7,Open,0,0.0,0,0,2024,8,2024-08
T003782,D004,Payroll Issue,Medium,2024-10-01,2024-10-02,5,Closed,1,1.0,0,1,2024,10,2024-10
T003783,D006,System Support,Critical,2025-06-15,2025-06-20,1,Closed,1,5.0,1,0,2025,6,2025-06
T003784,D001,Vendor Request,Low,2026-03-01,,7,Open,0,0.0,0,0,2026,3,2026-03
T003785,D004,Onboarding,High,2024-11-15,2024-11-21,3,Closed,1,6.0,1,0,2024,11,2024-11
T003786,D003,Payroll Issue,High,2025-05-09,2025-05-10,3,Closed,1,1.0,0,1,2025,5,2025-05
T003787,D001,IT Access,Low,2025-05-31,,7,Open,0,0.0,0,0,2025,5,2025-05
T003788,D009,Onboarding,Low,2024-11-02,2024-11-09,7,Closed,1,7.0,0,1,2024,11,2024-11
T003789,D012,Payroll Issue,High,2025-08-17,2025-08-20,3,Closed,1,3.0,0,1,2025,8,2025-08
T003790,D006,IT Access,Medium,2025-05-05,,5,In Progress,0,0.0,0,0,2025,5,2025-05
T003791,D011,Payroll Issue,Low,2025-01-31,2025-02-05,7,Closed,1,5.0,0,1,2025,1,2025-01
T003792,D007,IT Access,Low,2026-03-18,2026-03-28,7,Closed,1,10.0,1,0,2026,3,2026-03
T003793,D010,IT Access,Medium,2024-11-13,2024-11-16,5,Closed,1,3.0,0,1,2024,11,2024-11
T003794,D010,Onboarding,Low,2024-08-13,2024-08-16,7,Closed,1,3.0,0,1,2024,8,2024-08
T003795,D011,Vendor Request,Critical,2024-07-10,2024-07-11,1,Closed,1,1.0,0,1,2024,7,2024-07
T003796,D005,System Support,Critical,2024-09-10,2024-09-12,1,Closed,1,2.0,1,0,2024,9,2024-09
T003797,D008,System Support,Medium,2026-03-12,,5,Open,0,0.0,0,0,2026,3,2026-03
T003798,D011,Vendor Request,High,2026-02-01,2026-02-05,3,Closed,1,4.0,1,0,2026,2,2026-02
T003799,D006,System Support,Critical,2024-06-02,2024-06-04,1,Closed,1,2.0,1,0,2024,6,2024-06
T003800,D008,Payroll Issue,Critical,2024-12-09,,1,In Progress,0,0.0,0,0,2024,12,2024-12
T003801,D009,Benefits Question,Medium,2025-10-01,2025-10-06,5,Closed,1,5.0,0,1,2025,10,2025-10
T003802,D003,Benefits Question,Medium,2024-11-16,2024-11-18,5,Closed,1,2.0,0,1,2024,11,2024-11
T003803,D007,Benefits Question,Medium,2025-04-02,2025-04-06,5,Closed,1,4.0,0,1,2025,4,2025-04
T003804,D006,System Support,Low,2025-10-14,2025-10-15,7,Closed,1,1.0,0,1,2025,10,2025-10
T003805,D007,Benefits Question,Medium,2025-03-29,2025-04-01,5,Closed,1,3.0,0,1,2025,3,2025-03
T003806,D001,Vendor Request,Critical,2025-09-03,2025-09-07,1,Closed,1,4.0,1,0,2025,9,2025-09
T003807,D012,Onboarding,Medium,2025-09-27,,5,Open,0,0.0,0,0,2025,9,2025-09
T003808,D003,System Support,High,2026-04-10,,3,In Progress,0,0.0,0,0,2026,4,2026-04
T003809,D004,Vendor Request,Critical,2025-06-09,,1,In Progress,0,0.0,0,0,2025,6,2025-06
T003810,D007,Vendor Request,Critical,2025-07-14,2025-07-20,1,Closed,1,6.0,1,0,2025,7,2025-07
T003811,D008,Vendor Request,Critical,2025-06-30,2025-07-03,1,Closed,1,3.0,1,0,2025,6,2025-06
T003812,D006,Benefits Question,High,2024-06-16,2024-06-20,3,Closed,1,4.0,1,0,2024,6,2024-06
T003813,D011,Vendor Request,Medium,2024-09-30,2024-10-05,5,Closed,1,5.0,0,1,2024,9,2024-09
T003814,D012,Onboarding,Medium,2025-03-09,2025-03-14,5,Closed,1,5.0,0,1,2025,3,2025-03
T003815,D004,System Support,Medium,2025-02-15,2025-02-20,5,Closed,1,5.0,0,1,2025,2,2025-02
T003816,D010,Payroll Issue,High,2025-10-16,2025-10-19,3,Closed,1,3.0,0,1,2025,10,2025-10
T003817,D008,Onboarding,Critical,2025-08-08,,1,Open,0,0.0,0,0,2025,8,2025-08
T003818,D011,Benefits Question,Medium,2025-12-02,2025-12-05,5,Closed,1,3.0,0,1,2025,12,2025-12
T003819,D007,Payroll Issue,Critical,2025-06-06,2025-06-07,1,Closed,1,1.0,0,1,2025,6,2025-06
T003820,D002,Onboarding,Critical,2024-06-07,2024-06-11,1,Closed,1,4.0,1,0,2024,6,2024-06
T003821,D010,Vendor Request,Low,2026-02-21,2026-02-23,7,Closed,1,2.0,0,1,2026,2,2026-02
T003822,D004,Payroll Issue,High,2026-02-06,2026-02-07,3,Closed,1,1.0,0,1,2026,2,2026-02
T003823,D009,Payroll Issue,Critical,2024-09-20,2024-09-23,1,Closed,1,3.0,1,0,2024,9,2024-09
T003824,D009,Vendor Request,Medium,2024-10-16,2024-10-18,5,Closed,1,2.0,0,1,2024,10,2024-10
T003825,D008,IT Access,Medium,2025-09-06,2025-09-14,5,Closed,1,8.0,1,0,2025,9,2025-09
T003826,D010,System Support,Medium,2024-09-09,2024-09-12,5,Closed,1,3.0,0,1,2024,9,2024-09
T003827,D005,System Support,Medium,2026-05-31,2026-06-03,5,Closed,1,3.0,0,1,2026,5,2026-05
T003828,D011,Vendor Request,Medium,2025-10-30,2025-10-31,5,Closed,1,1.0,0,1,2025,10,2025-10
T003829,D003,Vendor Request,High,2025-08-13,2025-08-17,3,Closed,1,4.0,1,0,2025,8,2025-08
T003830,D008,Payroll Issue,Medium,2025-02-07,2025-02-11,5,Closed,1,4.0,0,1,2025,2,2025-02
T003831,D008,Benefits Question,Low,2024-07-30,2024-08-01,7,Closed,1,2.0,0,1,2024,7,2024-07
T003832,D011,IT Access,Low,2024-11-28,,7,In Progress,0,0.0,0,0,2024,11,2024-11
T003833,D001,IT Access,Low,2024-10-17,2024-10-23,7,Closed,1,6.0,0,1,2024,10,2024-10
T003834,D002,Benefits Question,High,2024-10-14,2024-10-18,3,Closed,1,4.0,1,0,2024,10,2024-10
T003835,D004,System Support,Medium,2025-12-20,2025-12-23,5,Closed,1,3.0,0,1,2025,12,2025-12
T003836,D004,Benefits Question,Low,2025-10-23,2025-10-26,7,Closed,1,3.0,0,1,2025,10,2025-10
T003837,D006,Onboarding,High,2024-10-09,2024-10-17,3,Closed,1,8.0,1,0,2024,10,2024-10
T003838,D008,Vendor Request,High,2024-09-26,,3,In Progress,0,0.0,0,0,2024,9,2024-09
T003839,D012,Payroll Issue,High,2025-04-24,2025-04-25,3,Closed,1,1.0,0,1,2025,4,2025-04
T003840,D005,IT Access,Medium,2025-10-02,,5,In Progress,0,0.0,0,0,2025,10,2025-10
T003841,D003,Vendor Request,Low,2025-12-09,,7,Open,0,0.0,0,0,2025,12,2025-12
T003842,D009,Onboarding,Critical,2026-05-29,,1,Open,0,0.0,0,0,2026,5,2026-05
T003843,D009,Onboarding,Critical,2026-02-18,2026-02-22,1,Closed,1,4.0,1,0,2026,2,2026-02
T003844,D012,Payroll Issue,Low,2024-06-21,2024-06-23,7,Closed,1,2.0,0,1,2024,6,2024-06
T003845,D011,Payroll Issue,Critical,2024-08-19,2024-08-22,1,Closed,1,3.0,1,0,2024,8,2024-08
T003846,D002,IT Access,Medium,2024-10-24,2024-11-02,5,Closed,1,9.0,1,0,2024,10,2024-10
T003847,D008,Vendor Request,Critical,2024-11-22,,1,Open,0,0.0,0,0,2024,11,2024-11
T003848,D003,IT Access,High,2025-11-30,2025-12-05,3,Closed,1,5.0,1,0,2025,11,2025-11
T003849,D010,Onboarding,Medium,2025-11-29,2025-12-06,5,Closed,1,7.0,1,0,2025,11,2025-11
T003850,D001,Vendor Request,High,2025-05-09,2025-05-14,3,Closed,1,5.0,1,0,2025,5,2025-05
T003851,D006,IT Access,High,2025-11-26,2025-12-04,3,Closed,1,8.0,1,0,2025,11,2025-11
T003852,D003,Payroll Issue,High,2024-11-20,2024-11-22,3,Closed,1,2.0,0,1,2024,11,2024-11
T003853,D011,Vendor Request,Medium,2024-11-16,2024-11-20,5,Closed,1,4.0,0,1,2024,11,2024-11
T003854,D002,System Support,Medium,2025-03-09,,5,In Progress,0,0.0,0,0,2025,3,2025-03
T003855,D011,Benefits Question,High,2025-09-20,2025-09-21,3,Closed,1,1.0,0,1,2025,9,2025-09
T003856,D012,IT Access,High,2024-06-08,2024-06-15,3,Closed,1,7.0,1,0,2024,6,2024-06
T003857,D008,IT Access,Critical,2024-06-25,2024-06-30,1,Closed,1,5.0,1,0,2024,6,2024-06
T003858,D006,Benefits Question,Medium,2024-10-05,2024-10-08,5,Closed,1,3.0,0,1,2024,10,2024-10
T003859,D009,Benefits Question,Low,2025-03-22,2025-03-24,7,Closed,1,2.0,0,1,2025,3,2025-03
T003860,D008,Benefits Question,Medium,2025-10-29,2025-10-31,5,Closed,1,2.0,0,1,2025,10,2025-10
T003861,D001,System Support,Medium,2024-10-02,2024-10-07,5,Closed,1,5.0,0,1,2024,10,2024-10
T003862,D012,Benefits Question,High,2025-10-31,2025-11-03,3,Closed,1,3.0,0,1,2025,10,2025-10
T003863,D008,Vendor Request,High,2025-09-11,2025-09-13,3,Closed,1,2.0,0,1,2025,9,2025-09
T003864,D001,Benefits Question,Critical,2024-08-02,2024-08-04,1,Closed,1,2.0,1,0,2024,8,2024-08
T003865,D011,IT Access,High,2025-01-31,2025-02-08,3,Closed,1,8.0,1,0,2025,1,2025-01
T003866,D001,Payroll Issue,Low,2025-09-07,2025-09-09,7,Closed,1,2.0,0,1,2025,9,2025-09
T003867,D012,Onboarding,Low,2024-12-02,2024-12-10,7,Closed,1,8.0,1,0,2024,12,2024-12
T003868,D007,Payroll Issue,Critical,2024-06-27,2024-06-29,1,Closed,1,2.0,1,0,2024,6,2024-06
T003869,D007,Vendor Request,Low,2025-01-15,,7,In Progress,0,0.0,0,0,2025,1,2025-01
T003870,D012,System Support,High,2024-09-21,2024-09-24,3,Closed,1,3.0,0,1,2024,9,2024-09
T003871,D012,Vendor Request,High,2026-02-02,2026-02-04,3,Closed,1,2.0,0,1,2026,2,2026-02
T003872,D006,Onboarding,Critical,2024-09-08,2024-09-17,1,Closed,1,9.0,1,0,2024,9,2024-09
T003873,D012,Benefits Question,Medium,2026-03-16,,5,In Progress,0,0.0,0,0,2026,3,2026-03
T003874,D006,System Support,High,2026-05-16,,3,Open,0,0.0,0,0,2026,5,2026-05
T003875,D009,Payroll Issue,Critical,2024-12-06,2024-12-08,1,Closed,1,2.0,1,0,2024,12,2024-12
T003876,D005,Benefits Question,Low,2025-02-02,2025-02-04,7,Closed,1,2.0,0,1,2025,2,2025-02
T003877,D008,System Support,Low,2026-04-12,2026-04-13,7,Closed,1,1.0,0,1,2026,4,2026-04
T003878,D011,Benefits Question,Low,2025-02-01,2025-02-04,7,Closed,1,3.0,0,1,2025,2,2025-02
T003879,D001,Payroll Issue,Low,2025-10-11,2025-10-13,7,Closed,1,2.0,0,1,2025,10,2025-10
T003880,D004,IT Access,Medium,2025-02-02,2025-02-07,5,Closed,1,5.0,0,1,2025,2,2025-02
T003881,D002,Payroll Issue,Medium,2025-05-23,2025-05-31,5,Closed,1,8.0,1,0,2025,5,2025-05
T003882,D002,IT Access,Low,2025-07-14,,7,Open,0,0.0,0,0,2025,7,2025-07
T003883,D012,Benefits Question,Low,2024-07-01,2024-07-03,7,Closed,1,2.0,0,1,2024,7,2024-07
T003884,D003,Onboarding,Critical,2024-10-17,2024-10-27,1,Closed,1,10.0,1,0,2024,10,2024-10
T003885,D011,IT Access,Low,2025-10-05,,7,In Progress,0,0.0,0,0,2025,10,2025-10
T003886,D012,Payroll Issue,Medium,2025-07-02,2025-07-06,5,Closed,1,4.0,0,1,2025,7,2025-07
T003887,D012,IT Access,Medium,2025-02-14,2025-02-16,5,Closed,1,2.0,0,1,2025,2,2025-02
T003888,D012,IT Access,Low,2024-10-03,,7,In Progress,0,0.0,0,0,2024,10,2024-10
T003889,D011,Payroll Issue,Medium,2026-05-15,2026-05-17,5,Closed,1,2.0,0,1,2026,5,2026-05
T003890,D001,System Support,Low,2024-12-21,2024-12-22,7,Closed,1,1.0,0,1,2024,12,2024-12
T003891,D007,Benefits Question,Medium,2024-10-08,2024-10-13,5,Closed,1,5.0,0,1,2024,10,2024-10
T003892,D008,Payroll Issue,Critical,2025-02-20,2025-02-24,1,Closed,1,4.0,1,0,2025,2,2025-02
T003893,D010,System Support,Medium,2025-09-01,2025-09-03,5,Closed,1,2.0,0,1,2025,9,2025-09
T003894,D008,Benefits Question,Low,2025-02-24,2025-02-26,7,Closed,1,2.0,0,1,2025,2,2025-02
T003895,D008,Payroll Issue,Low,2025-11-12,,7,Open,0,0.0,0,0,2025,11,2025-11
T003896,D002,Payroll Issue,Medium,2025-08-24,,5,Open,0,0.0,0,0,2025,8,2025-08
T003897,D005,Payroll Issue,Medium,2025-06-01,,5,Open,0,0.0,0,0,2025,6,2025-06
T003898,D012,IT Access,Low,2025-04-23,2025-04-29,7,Closed,1,6.0,0,1,2025,4,2025-04
T003899,D003,Benefits Question,Medium,2026-03-02,2026-03-03,5,Closed,1,1.0,0,1,2026,3,2026-03
T003900,D003,Vendor Request,High,2025-12-06,2025-12-10,3,Closed,1,4.0,1,0,2025,12,2025-12
T003901,D010,Vendor Request,High,2025-08-03,2025-08-04,3,Closed,1,1.0,0,1,2025,8,2025-08
T003902,D004,Vendor Request,High,2025-01-01,,3,In Progress,0,0.0,0,0,2025,1,2025-01
T003903,D006,System Support,Medium,2025-05-30,2025-06-02,5,Closed,1,3.0,0,1,2025,5,2025-05
T003904,D009,IT Access,High,2025-03-10,2025-03-22,3,Closed,1,12.0,1,0,2025,3,2025-03
T003905,D003,IT Access,Low,2025-02-20,2025-02-24,7,Closed,1,4.0,0,1,2025,2,2025-02
T003906,D008,Benefits Question,Low,2026-03-21,,7,In Progress,0,0.0,0,0,2026,3,2026-03
T003907,D010,Vendor Request,Low,2026-03-15,,7,Open,0,0.0,0,0,2026,3,2026-03
T003908,D011,System Support,Critical,2025-05-26,,1,In Progress,0,0.0,0,0,2025,5,2025-05
T003909,D001,System Support,Low,2026-01-29,,7,In Progress,0,0.0,0,0,2026,1,2026-01
T003910,D006,Onboarding,High,2024-11-16,2024-11-24,3,Closed,1,8.0,1,0,2024,11,2024-11
T003911,D011,IT Access,High,2025-07-17,,3,In Progress,0,0.0,0,0,2025,7,2025-07
T003912,D008,Benefits Question,Critical,2025-07-24,2025-07-29,1,Closed,1,5.0,1,0,2025,7,2025-07
T003913,D006,Vendor Request,High,2025-09-07,2025-09-09,3,Closed,1,2.0,0,1,2025,9,2025-09
T003914,D008,Benefits Question,Medium,2024-06-21,,5,Open,0,0.0,0,0,2024,6,2024-06
T003915,D004,Onboarding,Medium,2025-07-24,,5,In Progress,0,0.0,0,0,2025,7,2025-07
T003916,D012,Benefits Question,Critical,2026-01-31,2026-02-02,1,Closed,1,2.0,1,0,2026,1,2026-01
T003917,D008,Vendor Request,High,2025-06-28,2025-07-02,3,Closed,1,4.0,1,0,2025,6,2025-06
T003918,D007,Vendor Request,Critical,2024-09-18,2024-09-20,1,Closed,1,2.0,1,0,2024,9,2024-09
T003919,D008,Payroll Issue,Medium,2026-02-18,2026-02-20,5,Closed,1,2.0,0,1,2026,2,2026-02
T003920,D012,Vendor Request,Critical,2025-01-14,2025-01-15,1,Closed,1,1.0,0,1,2025,1,2025-01
T003921,D001,Payroll Issue,High,2024-11-05,2024-11-11,3,Closed,1,6.0,1,0,2024,11,2024-11
T003922,D007,System Support,Medium,2024-09-13,2024-09-19,5,Closed,1,6.0,1,0,2024,9,2024-09
T003923,D007,Benefits Question,Low,2025-06-13,2025-06-20,7,Closed,1,7.0,0,1,2025,6,2025-06
T003924,D007,System Support,Medium,2025-02-27,2025-03-02,5,Closed,1,3.0,0,1,2025,2,2025-02
T003925,D003,Onboarding,Medium,2025-03-08,2025-03-14,5,Closed,1,6.0,1,0,2025,3,2025-03
T003926,D002,IT Access,Critical,2025-10-26,2025-11-01,1,Closed,1,6.0,1,0,2025,10,2025-10
T003927,D003,Benefits Question,High,2026-03-08,2026-03-17,3,Closed,1,9.0,1,0,2026,3,2026-03
T003928,D004,IT Access,Critical,2025-01-03,,1,Open,0,0.0,0,0,2025,1,2025-01
T003929,D003,Benefits Question,High,2025-02-08,2025-02-11,3,Closed,1,3.0,0,1,2025,2,2025-02
T003930,D004,Payroll Issue,Critical,2025-02-26,2025-03-01,1,Closed,1,3.0,1,0,2025,2,2025-02
T003931,D010,System Support,Critical,2026-01-23,2026-01-23,1,Closed,1,0.0,0,1,2026,1,2026-01
T003932,D007,Vendor Request,Medium,2025-04-12,2025-04-14,5,Closed,1,2.0,0,1,2025,4,2025-04
T003933,D008,System Support,Low,2025-03-20,2025-03-24,7,Closed,1,4.0,0,1,2025,3,2025-03
T003934,D006,IT Access,Low,2025-08-15,2025-08-22,7,Closed,1,7.0,0,1,2025,8,2025-08
T003935,D012,Vendor Request,High,2024-12-13,2024-12-17,3,Closed,1,4.0,1,0,2024,12,2024-12
T003936,D003,Payroll Issue,Critical,2025-05-16,2025-05-18,1,Closed,1,2.0,1,0,2025,5,2025-05
T003937,D004,Vendor Request,Critical,2025-06-19,,1,Open,0,0.0,0,0,2025,6,2025-06
T003938,D001,Benefits Question,Medium,2025-01-14,2025-01-17,5,Closed,1,3.0,0,1,2025,1,2025-01
T003939,D006,System Support,High,2025-11-13,2025-11-16,3,Closed,1,3.0,0,1,2025,11,2025-11
T003940,D011,Onboarding,Critical,2026-03-13,,1,Open,0,0.0,0,0,2026,3,2026-03
T003941,D002,Onboarding,Medium,2025-12-20,2025-12-27,5,Closed,1,7.0,1,0,2025,12,2025-12
T003942,D005,Benefits Question,High,2024-12-23,2024-12-27,3,Closed,1,4.0,1,0,2024,12,2024-12
T003943,D012,Payroll Issue,High,2024-07-22,2024-07-24,3,Closed,1,2.0,0,1,2024,7,2024-07
T003944,D010,Vendor Request,Low,2025-06-06,2025-06-12,7,Closed,1,6.0,0,1,2025,6,2025-06
T003945,D001,Vendor Request,High,2025-07-16,2025-07-19,3,Closed,1,3.0,0,1,2025,7,2025-07
T003946,D007,Payroll Issue,Medium,2025-03-26,,5,In Progress,0,0.0,0,0,2025,3,2025-03
T003947,D006,System Support,Medium,2025-07-10,2025-07-13,5,Closed,1,3.0,0,1,2025,7,2025-07
T003948,D006,System Support,Critical,2025-06-22,2025-06-25,1,Closed,1,3.0,1,0,2025,6,2025-06
T003949,D005,Onboarding,High,2026-01-14,2026-01-21,3,Closed,1,7.0,1,0,2026,1,2026-01
T003950,D006,System Support,Medium,2025-04-27,2025-04-29,5,Closed,1,2.0,0,1,2025,4,2025-04
T003951,D003,Benefits Question,Medium,2026-01-19,2026-01-22,5,Closed,1,3.0,0,1,2026,1,2026-01
T003952,D012,Onboarding,Medium,2025-03-06,,5,In Progress,0,0.0,0,0,2025,3,2025-03
T003953,D008,Onboarding,Critical,2025-07-10,,1,In Progress,0,0.0,0,0,2025,7,2025-07
T003954,D006,Onboarding,Low,2025-11-10,2025-11-16,7,Closed,1,6.0,0,1,2025,11,2025-11
T003955,D003,Onboarding,High,2026-04-15,2026-04-22,3,Closed,1,7.0,1,0,2026,4,2026-04
T003956,D009,Vendor Request,Critical,2025-05-26,2025-05-31,1,Closed,1,5.0,1,0,2025,5,2025-05
T003957,D010,System Support,High,2025-01-13,,3,Open,0,0.0,0,0,2025,1,2025-01
